Rion paiement;Nom de l'oeuvre;Identifiant de l'oeuvre;Nom compositeur;Genre;Familles;Types d'utilisation;Utilisateurs;Pays;Période d’exploitation;Quantité;Titre de l'oeuvre liée;Genre de l'oeuvre liée;Oeuvre composite;Titre du support;Type de support;Producteur;Marque;Produit;EAN13;Référence Catalogue;Répartition d'origine;Type de répartition;Type de remboursement;Titulaire du catalogue;Catalogue éditorial;COAD du catalogue éditorial;Rôle;Catalogue éditorial original;COAD du catalogue éditorial original;Origine éditoriale;Répertoire DE;Répertoire PHONO;Clé DE;Clé DR;Clé PHONO;Montant DE (Euros);Montant DR (Euros);Montant Phono (Euros);Mes droits en NET (Euros)
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ALLEMAGNE;2021T2;499;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,050000;0,000000;0,000000;0,050000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;LUXEMBOURG;2021T3;190;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,060000;0,060000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;BELGIQUE;2021T1;7768;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,970000;0,000000;0,000000;0,970000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ESPAGNE;2021T2;115;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;GUADELOUPE;2021T2;197;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,050000;0,050000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Phono;Centralisation;Universal Music France;FRANCE;2019S2;5777;;;;;;;;;;060075389898;651;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;12,240000;12,240000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ESPAGNE;2021T2;2466;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,150000;0,000000;0,000000;0,150000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;SUISSE;2021T3;5042;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,640000;0,000000;0,000000;0,640000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;BELGIQUE;2021T3;164844;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;2,330000;0,000000;0,000000;2,330000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;REUNION;2021T4;78356;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,130000;0,000000;0,100000;0,230000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;NORVEGE;2021T3;306;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,040000;0,000000;0,000000;0,040000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ITALIE;2021T1;125;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Sonorisation;Musique de Sonorisation (CMS);Multi utilisateurs;FRANCE;2019S2;2;;;;;;;;;;;652;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;11,11999989;8,34000015;;8,900000;2,900000;0,000000;11,800000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;BELGIQUE;2021T2;222674;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;2,870000;0,000000;0,000000;2,870000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ESPAGNE;2021T3;5101;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,060000;0,000000;0,000000;0,060000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Copie privée;Copie privée sonore (Radio);Multi utilisateurs;FRANCE;2019S2;1;;;;;;;;;;;650;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;0,080000;0,080000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ITALIE;2021T2;2529;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,030000;0,000000;0,000000;0,030000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;FRANCE;2021T3;1041845;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;20,210000;0,000000;40,200000;60,410000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;ROYAUME-UNI;2021T4;727;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,070000;0,000000;0,000000;0,070000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;FRANCE;2022T1;80747;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;3,560000;0,000000;7,890000;11,450000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Amazon;FRANCE;2020T1;2228;;;;;;;;;;;658;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,180000;0,000000;0,400000;0,580000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ALLEMAGNE;2021T2;13781;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,820000;0,000000;0,000000;0,820000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Copie privée;Copie privée sonore (Phono);Multi utilisateurs;FRANCE;2021S1;393;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;2,150000;2,150000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;DANEMARK;2021T2;156;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;BELGIQUE;2021T4;89736;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;4,230000;0,000000;0,000000;4,230000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;BELGIQUE;2021T4;6858;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,720000;0,000000;0,000000;0,720000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;TUNISIE;2021T2;5084;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ROYAUME-UNI;2021T3;5048;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,050000;0,000000;0,000000;0,050000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Sonorisation;Musique de Sonorisation (CMS);Multi utilisateurs;FRANCE;2020S1;1;;;;;;;;;;;654;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;11,11999989;8,34000015;;0,170000;0,050000;0,000000;0,220000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;BELGIQUE;2021T3;923;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,090000;0,000000;0,000000;0,090000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ROYAUME-UNI;2021T1;1660;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;GUADELOUPE;2021T3;112;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,040000;0,040000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ITALIE;2021T3;2520;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,030000;0,000000;0,000000;0,030000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;LUXEMBOURG;2022T1;390;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,050000;0,000000;0,070000;0,120000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ITALIE;2022T1;90;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
658;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;APPLE Music;SUISSE;2021T4;64;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,33333015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;ESPAGNE;2021T2;117;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;FRANCE;2021T3;98616;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;4,180000;0,000000;9,270000;13,450000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;FRANCE;2021T2;100700;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;4,220000;0,000000;9,320000;13,540000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;FRANCE;2021T2;248889;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;6,830000;0,000000;15,260000;22,090000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;LUXEMBOURG;2021T2;420;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,040000;0,000000;0,100000;0,140000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ESPAGNE;2021T3;1685;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,110000;0,000000;0,000000;0,110000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ALGERIE;2021T2;8667;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;FRANCE;2021T2;139544;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;5,790000;0,000000;12,930000;18,720000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;FRANCE;2021T4;97206;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;4,030000;0,000000;8,950000;12,980000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;ROYAUME-UNI;2021T3;442;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,030000;0,000000;0,000000;0,030000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ITALIE;2021T3;59;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;AUTRICHE;2021T2;483;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,040000;0,000000;0,000000;0,040000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;FINLANDE;2021T4;105;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ITALIE;2021T3;1913;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,110000;0,000000;0,000000;0,110000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;ROYAUME-UNI;2021T4;103;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ALLEMAGNE;2021T2;13781;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,810000;0,000000;0,000000;0,810000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;TIK TOK;FRANCE;2021T1;119898;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,260000;0,000000;0,160000;0,420000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;MAROC;2021T3;19406;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,030000;0,000000;0,000000;0,030000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;SUISSE;2022T1;3350;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,620000;0,000000;0,000000;0,620000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ESPAGNE;2021T4;1914;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,110000;0,000000;0,000000;0,110000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;SUISSE;2021T4;5064;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,630000;0,000000;0,000000;0,630000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;LUXEMBOURG;2021T4;108;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,020000;0,020000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;BELGIQUE;2021T3;923;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,090000;0,000000;0,000000;0,090000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;ESPAGNE;2021T3;64;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;MONACO;2021T4;260;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,060000;0,060000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Phono;Centralisation;Universal Music France;FRANCE;2019S2;5777;;;;;;;;;;060075389898;651;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;12,240000;12,240000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Copie privée;Copie privée sonore (Radio);Multi utilisateurs;FRANCE;2020S2;1;;;;;;;;;;;654;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;0,190000;0,190000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;NORVEGE;2021T2;470;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,050000;0,000000;0,000000;0,050000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ROYAUME-UNI;2021T2;6279;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,050000;0,000000;0,000000;0,050000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;SUEDE;2021T3;1178;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,100000;0,000000;0,000000;0,100000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Amazon;LUXEMBOURG;2020T1;6;;;;;;;;;;;658;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,010000;0,000000;0,000000;0,010000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;DANEMARK;2021T4;35;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;SUISSE;2021T4;39482;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;1,220000;0,000000;0,000000;1,220000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;SUISSE;2021T2;5215;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,800000;0,000000;0,000000;0,800000
656;FIRE;4362423911;BORA VAKENE;Chant;Online;Téléchargement;APPLE Music;FRANCE;2021T1;1;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,010000;0,010000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;LUXEMBOURG;2022T1;390;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,040000;0,000000;0,070000;0,110000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;SUISSE;2021T1;31408;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,650000;0,000000;0,000000;0,650000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;GUADELOUPE;2021T3;112;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,030000;0,030000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;ALLEMAGNE;2021T2;157;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;LUXEMBOURG;2021T2;354;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,040000;0,000000;0,060000;0,100000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;SUISSE;2021T3;37026;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;1,050000;0,000000;0,000000;1,050000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;ESPAGNE;2021T4;97;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;TUNISIE;2021T2;5084;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ESPAGNE;2021T3;1685;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,110000;0,000000;0,000000;0,110000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;SUISSE;2021T4;4199;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,740000;0,000000;0,000000;0,740000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;BELGIQUE;2021T1;128081;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;1,360000;0,000000;0,000000;1,360000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ESPAGNE;2021T2;2466;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,150000;0,000000;0,000000;0,150000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;HONGRIE;2021T2;111;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;ESPAGNE;2021T3;64;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
