Melody Name,Average Information Content
2022-12-12-19-55-07-71.0,4.610046968049792
2022-12-12-19-55-24-94.0,7.039452301935484
2022-12-12-22-27-09-96.0,6.6631693868932045
2022-12-12-22-49-32-139.0,5.324272046915423
2022-12-12-22-49-38-122.0,4.948521342049689
2022-12-12-23-11-27-154.0,4.071150663895349
2022-12-12-23-35-05-126.0,5.618124620769232
2022-12-12-23-55-55-113.0,4.478281962429577
2022-12-13-00-31-08-77.0,6.506413813899615
2022-12-13-08-10-09-140.0,6.570941812328766
2022-12-13-11-46-28-87.0,5.41672305948718
2022-12-13-14-05-33-69.0,6.033537266511628
2022-12-13-16-14-35-104.0,5.670212042666667
2022-12-13-16-14-58-86.0,6.455152491747572
2022-12-13-17-11-33-161.0,5.382330367692307
2022-12-13-18-07-58-70.0,4.714125500691057
2022-12-13-18-08-04-73.0,5.77466028006993
2022-12-13-18-21-00-99.0,6.055641457916666
2022-12-13-18-21-11-155.0,5.501683404516128
2022-12-13-20-02-56-88.0,5.533979451818182
2022-12-13-21-35-43-143.0,4.722382952356021
2022-12-13-22-54-22-130.0,5.888823104054055
2022-12-14-09-06-49-71.0,5.040882232774868
2022-12-14-10-36-42-67.0,4.664189234641149
2022-12-14-12-27-29-144.0,6.238594125874125
2022-12-14-13-10-43-144.0,4.637454632820513
2022-12-14-13-44-04-84.0,6.631980017613636
2022-12-14-15-03-58-94.0,6.45422969469697
2022-12-14-16-02-16-127.0,5.599908060586319
2022-12-14-16-02-27-156.0,4.4746481050847455
2022-12-14-16-27-23-84.0,5.794278840517242
2022-12-14-16-48-49-88.0,6.179640680090498
2022-12-14-17-10-36-156.0,6.035716987155963
2022-12-14-17-10-43-103.0,5.494088245283019
2022-12-14-17-10-54-71.0,4.966491178672985
2022-12-14-17-11-02-144.0,5.871417592405064
2022-12-14-17-45-58-75.0,5.673380370238096
2022-12-14-18-54-54-95.0,5.889674828089886
2022-12-14-20-03-59-132.0,5.355340295
2022-12-14-21-48-20-98.0,6.408665695679012
2022-12-15-00-36-38-154.0,4.88206861755102
2022-12-15-00-48-20-151.0,5.051281876579925
2022-12-15-01-54-46-139.0,5.53310284137931
2022-12-15-02-49-53-109.0,3.9851980067251462
2022-12-15-10-21-00-137.0,5.830878382914573
2022-12-15-11-39-24-143.0,7.338364768376068
2022-12-15-11-51-12-139.0,3.927759294754098
2022-12-15-14-49-19-129.0,6.215509513414634
2022-12-15-16-21-10-161.0,6.113425624043716
2022-12-15-17-39-44-119.0,5.019772098755187
2022-12-15-19-36-57-129.0,5.832785134285714
2022-12-15-19-49-31-71.0,6.053166626666667
2022-12-15-20-01-16-144.0,4.9750467577981645
2022-12-15-20-13-31-86.0,5.767506382022472
2022-12-15-21-10-35-114.0,6.482020007926829
2022-12-15-21-10-38-129.0,5.337495631557377
2022-12-15-21-23-13-126.0,5.265704368060837
2022-12-15-21-57-35-70.0,5.600710197795918
2022-12-15-23-38-54-78.0,6.939275583203125
2022-12-16-02-03-47-70.0,6.612150811940299
2022-12-16-02-04-12-80.0,5.136933587428572
2022-12-16-12-01-47-73.0,6.243612166666666
2022-12-16-14-28-47-139.0,5.362171900462962
2022-12-16-15-03-23-129.0,3.732512331344086
2022-12-16-18-06-35-162.0,6.271080663999999
2022-12-16-18-39-37-69.0,6.806090128358209
2022-12-16-20-00-04-104.0,4.79262699127907
2022-12-16-20-12-05-156.0,4.338180002105263
2022-12-16-21-32-35-91.0,5.106821669
2022-12-16-22-17-48-116.0,3.910952576431227
2022-12-16-23-02-14-119.0,5.386910824626866
2022-12-17-00-44-44-128.0,4.914862036779142
2022-12-17-00-55-30-69.0,5.759152379775279
2022-12-17-02-15-02-161.0,4.017515346534654
2022-12-17-02-15-08-164.0,6.113503202097903
2022-12-17-08-01-33-141.0,6.018262332786886
2022-12-17-09-23-23-127.0,6.124716976052631
2022-12-17-09-34-54-72.0,6.3252791870129865
2022-12-17-17-11-06-69.0,6.596888410196077
2022-12-17-17-22-36-96.0,6.060789749803922
2022-12-17-17-44-57-140.0,5.86042698343949
2022-12-17-18-44-14-73.0,5.961316363742691
2022-12-17-19-07-17-87.0,5.956469293567252
2022-12-17-22-45-38-140.0,6.302996430188679
2022-12-18-00-02-53-139.0,5.956744558333334
2022-12-18-00-36-21-151.0,5.323214058466665
2022-12-18-01-55-15-143.0,4.574775509848485
2022-12-18-02-50-52-89.0,4.536310266091953
2022-12-18-03-02-01-139.0,4.737530627336245
2022-12-18-03-02-07-143.0,5.721187564949496
2022-12-21-20-36-03-71.0,7.123303119277107
2022-12-21-23-15-41-152.0,7.218985074000002
2022-12-22-00-21-25-79.0,6.041634795192308
2022-12-22-00-56-04-147.0,6.504859601098902
2022-12-22-02-04-41-106.0,6.630092804759615
2022-12-22-03-01-30-94.0,6.08723037978142
2022-12-22-07-29-41-99.0,6.569427976363636
2022-12-22-07-40-22-72.0,5.775572264035088
2022-12-22-09-32-13-72.0,6.426870026923078
2022-12-22-13-52-28-83.0,5.903853873037543
2022-12-22-16-23-50-72.0,6.828894268148148
2022-12-22-18-38-48-88.0,5.465966955948553
2022-12-22-18-50-14-142.0,5.006873361309523
2022-12-22-19-34-20-125.0,4.855616245774647
2022-12-22-19-45-49-70.0,5.981556635616438
2022-12-22-20-10-09-71.0,6.988466094680851
2022-12-22-20-23-07-97.0,7.60847439516129
2022-12-22-20-34-43-69.0,6.181565929292929
2022-12-22-23-03-39-107.0,5.9409244318971055
2022-12-22-23-03-51-84.0,6.643830674324324
2022-12-22-23-16-03-139.0,5.673620475263157
2022-12-23-01-28-40-99.0,5.566961599226519
2022-12-23-08-24-07-96.0,5.6723804104477615
2022-12-23-09-21-05-113.0,4.889964274867724
2022-12-23-11-02-14-117.0,6.863192756737589
2022-12-23-13-06-21-70.0,6.404263059836066
2022-12-23-13-06-32-84.0,7.3903687604938275
2022-12-23-13-31-45-142.0,5.656627114362416
2022-12-23-14-15-43-75.0,4.82165366432653
2022-12-23-14-39-09-75.0,5.105770485309279
2022-12-23-15-15-25-150.0,6.108756843307087
2022-12-23-15-15-30-69.0,5.33748026
2022-12-23-15-15-36-76.0,6.566564821559633
2022-12-23-16-59-46-128.0,5.6403926851428565
2022-12-23-19-06-37-74.0,5.81558890108108
2022-12-23-20-03-23-135.0,5.788971334024896
2022-12-23-22-29-51-102.0,4.758650323381295
2022-12-23-23-17-22-150.0,6.061194221138211
2022-12-23-23-17-28-162.0,6.198159462352942
2022-12-23-23-29-14-139.0,4.980600836063348
2022-12-23-23-29-21-139.0,4.796556250062112
2022-12-23-23-41-01-132.0,4.817080230595238
2022-12-24-01-24-39-139.0,5.858825893518519
2022-12-24-09-23-09-153.0,5.086212825433526
2022-12-24-11-16-01-77.0,6.3173740054794525
2022-12-24-13-19-47-124.0,4.789031718263158
2022-12-24-13-52-23-69.0,5.525973935960265
2022-12-24-15-02-57-153.0,6.083761306103286
2022-12-24-15-15-28-136.0,6.497341255897434
2022-12-24-15-38-08-73.0,6.262859541632653
2022-12-24-16-12-05-144.0,4.742660194725275
2022-12-24-17-22-31-150.0,5.837180725538461
2022-12-24-23-01-56-111.0,4.892783272631579
2022-12-24-23-14-04-69.0,5.261340743274854
2022-12-24-23-14-27-86.0,6.6257142784689
2022-12-25-02-02-21-117.0,6.452419369527898
2022-12-25-04-03-49-106.0,4.380379483333333
2022-12-25-08-53-20-94.0,5.809737311976048
2022-12-25-09-28-26-139.0,6.004049303092783
2022-12-25-09-39-57-69.0,5.541861712357414
2022-12-25-10-35-14-80.0,5.068577977354838
2022-12-25-11-20-20-143.0,6.43107716742671
2022-12-25-13-00-03-139.0,6.0215734328
2022-12-25-13-33-18-66.0,6.4741551046875
2022-12-25-13-44-50-89.0,7.381705639906103
2022-12-25-14-41-09-136.0,5.50813284773414
2022-12-25-14-53-07-144.0,5.145696754666666
2022-12-25-18-30-43-164.0,5.428247932116789
2022-12-25-20-10-56-141.0,6.142677292402598
2022-12-25-20-33-47-72.0,6.878912620760234
2022-12-25-22-03-36-141.0,4.85535966875
2022-12-25-22-15-55-154.0,5.797400656809339
2022-12-25-22-16-04-135.0,6.69063776778846
2022-12-26-01-15-47-172.0,5.737011112681159
2022-12-26-02-22-07-166.0,6.797581083263598
2022-12-26-08-42-54-89.0,5.818602276880222
2022-12-26-08-53-32-154.0,4.311392459893048
2022-12-26-09-05-06-77.0,5.417251362142857
2022-12-26-09-28-10-106.0,4.892575652682927
2022-12-26-10-12-03-96.0,6.2815620403785495
2022-12-26-10-56-35-108.0,5.1098391960869565
2022-12-26-16-06-44-87.0,6.744711533766234
2022-12-26-16-07-11-69.0,5.713544649385475
2022-12-26-16-51-58-112.0,6.509268160550459
2022-12-26-18-22-28-71.0,5.743897998148148
2022-12-26-18-45-00-143.0,6.024150780208333
2022-12-26-19-30-31-85.0,5.590178981102362
2022-12-26-20-15-41-129.0,5.754351784848485
2022-12-26-22-33-36-148.0,5.192904676223775
2022-12-27-00-15-00-80.0,5.63621498824074
2022-12-27-08-22-14-140.0,4.1230592065873015
2022-12-27-09-06-17-178.0,5.120552996000001
2022-12-27-10-36-28-122.0,5.591748898192772
2022-12-27-12-17-47-141.0,5.6965942508287295
2022-12-27-13-36-14-135.0,6.887822200487805
2022-12-27-15-51-16-140.0,5.772006146116504
2022-12-27-19-27-23-144.0,4.974671548979592
2022-12-27-22-28-44-72.0,5.775323883333334
2022-12-27-22-39-55-122.0,6.261506214473684
2022-12-27-23-04-29-93.0,6.177015192670157
2022-12-28-01-32-31-92.0,5.740430830268199
2022-12-28-08-51-27-113.0,6.687768898654708
2022-12-28-12-34-32-70.0,5.55207862693727
2022-12-28-15-36-47-89.0,5.986275425757575
2022-12-28-19-26-38-75.0,6.746892125531915
2022-12-28-20-15-48-164.0,5.796979455504588
2022-12-28-21-45-25-161.0,6.349684344520549
2022-12-28-22-07-43-114.0,6.388910579329609
2022-12-28-22-20-32-150.0,5.203364160775862
2022-12-28-23-16-43-132.0,6.960944470652175
2022-12-29-00-49-14-79.0,5.304366754005602
2022-12-29-04-03-48-104.0,4.236692844545456
2022-12-29-09-41-48-111.0,5.901936621072387
2022-12-29-09-42-00-139.0,4.553639678032036
2022-12-29-09-53-13-140.0,6.773044018992249
2022-12-29-10-15-42-134.0,5.595052013194444
2022-12-29-12-52-25-75.0,5.421057177193548
2022-12-29-19-27-25-127.0,5.029290927916667
2022-12-29-21-10-23-119.0,5.766042656435644
2022-12-29-21-35-00-78.0,7.822346265413534
2022-12-29-22-30-35-154.0,5.514320175916231
2022-12-29-23-04-25-132.0,4.984226573947369
2022-12-29-23-38-52-76.0,5.76164061328125
2022-12-30-00-12-37-141.0,5.067836265559702
2022-12-30-00-36-04-132.0,4.5638707573856205
2022-12-30-01-21-58-83.0,5.455639316793894
2022-12-30-02-49-58-134.0,5.6240255300510205
2022-12-30-03-01-26-131.0,7.117242130714287
2022-12-30-04-11-10-67.0,6.545824546625767
2022-12-30-04-11-23-137.0,5.330099653738318
2022-12-30-04-34-53-150.0,6.649269787741935
2022-12-30-05-17-42-144.0,6.656155314285715
2022-12-30-09-34-33-140.0,5.540013221929825
2022-12-30-10-07-45-75.0,6.114660648275861
2022-12-30-11-15-08-109.0,5.300891400657894
2022-12-30-11-15-15-129.0,4.840929817030568
2022-12-30-11-59-36-132.0,5.498295302304147
2022-12-30-12-34-02-154.0,5.022669881250001
2022-12-30-12-44-49-69.0,5.925178459143969
2022-12-30-13-06-06-144.0,4.691765171205357
2022-12-30-13-51-43-75.0,6.23793455448718
2022-12-30-14-02-55-142.0,6.129432354424779
2022-12-30-14-49-02-106.0,4.820159512528473
2022-12-30-15-56-49-111.0,6.501619816509434
2022-12-30-18-10-14-155.0,6.482884534751773
2022-12-30-19-06-49-72.0,7.363288669201521
2022-12-30-19-39-24-152.0,6.025516052258064
2022-12-30-19-51-06-71.0,5.117958378469946
2022-12-30-20-02-47-99.0,6.943646817878788
2022-12-30-20-02-52-172.0,4.457940072012579
2022-12-30-20-03-20-104.0,4.989748789066667
2022-12-30-21-37-16-155.0,5.1450275330622
2022-12-30-22-09-44-74.0,5.980383508225107
2022-12-30-22-09-50-133.0,4.468018190113637
2022-12-30-22-21-29-153.0,6.322034328070175
2022-12-30-22-34-07-80.0,3.905768621287128
2022-12-30-23-08-05-150.0,5.1049002390557945
2022-12-31-00-39-55-153.0,5.465132903359375
2022-12-31-00-40-11-71.0,5.409350154146342
2022-12-31-01-36-41-162.0,5.392860716981819
2022-12-31-08-06-21-87.0,5.153205838587571
2022-12-31-08-31-06-71.0,6.867280275698323
2022-12-31-10-10-09-86.0,6.069613323684211
2022-12-31-11-06-38-96.0,6.703699010788382
2022-12-31-17-56-54-72.0,5.47905112173913
2023-01-01-00-02-10-150.0,5.834583115841585
2023-01-01-00-36-42-84.0,4.490098746757679
2023-01-01-02-38-58-79.0,4.885765195849057
2023-01-01-04-17-05-100.0,4.328795399074074
2023-01-01-06-51-41-84.0,5.764309615467626
2023-01-01-07-36-40-140.0,5.622401910624999
2023-01-01-08-09-25-74.0,4.496137897962963
2023-01-01-08-21-23-133.0,5.423805328086419
2023-01-01-11-06-37-129.0,6.225307941035856
2023-01-01-17-51-24-69.0,5.696787342857142
2023-01-01-18-02-44-81.0,5.649906844342508
2023-01-01-19-01-08-129.0,5.947454910823529
2023-01-01-19-12-38-76.0,4.814848054545454
2023-01-01-20-20-38-83.0,6.470985350883392
2023-01-02-09-01-37-89.0,4.595302473442622
2023-01-02-09-13-24-69.0,4.9983173259259255
2023-01-02-10-20-22-150.0,5.650425860181818
2023-01-02-11-05-07-163.0,4.432541353846155
2023-01-02-12-34-17-101.0,4.997049996875
2023-01-02-14-03-16-136.0,5.535013378378379
2023-01-02-15-10-40-139.0,5.850161013636364
2023-01-02-16-18-11-71.0,6.965651299615384
2023-01-02-18-23-53-83.0,5.488992277112676
2023-01-02-19-32-16-71.0,6.375230574273859
2023-01-02-21-02-09-112.0,6.062585738834952
2023-01-02-21-14-33-115.0,5.759322015589354
2023-01-02-23-04-21-150.0,6.370098367741935
2023-01-02-23-40-29-69.0,6.410002132330508
2023-01-03-00-25-09-143.0,5.808486866666666
2023-01-03-01-54-09-136.0,5.21186453897436
2023-01-03-02-17-03-139.0,5.689339155675676
2023-01-03-02-17-10-113.0,5.595465333050847
2023-01-03-08-02-53-71.0,6.185229450196079
2023-01-03-08-27-11-102.0,5.637164234099617
2023-01-03-11-02-18-136.0,6.898441290960452
2023-01-03-11-02-46-140.0,6.936310452531646
2023-01-03-11-49-09-134.0,4.450293344381626
2023-01-03-11-49-15-79.0,6.310760660112361
2023-01-03-12-22-02-70.0,6.282719604518072
2023-01-03-15-10-52-150.0,6.7096821520295205
2023-01-03-15-32-46-103.0,6.210868464457831
2023-01-03-16-18-23-78.0,3.950059995981309
2023-01-03-20-51-39-70.0,4.806935857288136
2023-01-03-22-11-10-144.0,4.945306808273382
2023-01-03-23-53-33-161.0,5.377882038604651
2023-01-04-00-04-40-139.0,5.990062567823343
2023-01-04-01-45-05-161.0,5.454580589032258
2023-01-04-18-32-35-164.0,5.816742947741935
2023-01-04-18-44-06-69.0,7.050781693258427
2023-01-04-19-07-35-70.0,5.62309834047619
2023-01-04-20-05-33-143.0,5.06065104476048
2023-01-04-21-25-46-125.0,5.693906878496868
2023-01-04-22-34-49-80.0,6.234883601420455
2023-01-05-00-14-05-111.0,4.3977816446875
2023-01-05-00-59-47-150.0,5.690748464514768
2023-01-05-01-33-55-129.0,6.323369596761133
2023-01-05-01-56-51-146.0,5.315840205185185
2023-01-05-02-19-08-112.0,5.821605969097222
2023-01-05-04-32-35-129.0,5.288229708016877
2023-01-05-08-01-49-98.0,6.319439902439025
2023-01-05-08-13-22-143.0,4.726025401747573
2023-01-05-16-40-00-86.0,6.035443480720338
2023-01-05-17-38-11-161.0,5.9255663640625
2023-01-05-19-53-38-135.0,4.977366166977612
2023-01-05-22-07-03-70.0,6.369724019042904
2023-01-05-22-29-56-120.0,5.757015684814815
2023-01-05-23-04-09-138.0,5.859818629452056
2023-01-05-23-17-04-164.0,5.679572518857143
2023-01-05-23-28-10-107.0,5.648197160366972
2023-01-06-02-02-25-72.0,6.344407496762591
2023-01-06-02-13-40-80.0,5.399854039735099
2023-01-06-02-25-19-95.0,5.6022519586206885
2023-01-06-14-39-10-150.0,4.699406330681818
2023-01-06-14-52-59-85.0,7.1816578017094015
2023-01-06-15-49-24-144.0,5.110148480757098
2023-01-06-16-35-52-91.0,5.966440049640289
2023-01-06-18-04-53-70.0,6.0144487419753085
2023-01-06-18-05-17-111.0,5.167957037748344
2023-01-06-18-51-59-146.0,5.269874766892308
2023-01-06-19-03-12-72.0,4.844657906914893
2023-01-06-20-11-22-86.0,6.685320391079812
2023-01-06-21-08-34-71.0,6.249884306132076
2023-01-06-21-21-21-90.0,5.024383974358975
2023-01-06-23-13-55-131.0,6.640520355555555
2023-01-07-00-22-37-106.0,4.828201724878048
2023-01-07-01-18-25-89.0,5.119081612
2023-01-07-03-12-59-70.0,5.889446680542986
2023-01-07-04-51-55-152.0,5.630635171818182
2023-01-07-05-37-41-116.0,4.83077595221831
2023-01-07-08-10-35-99.0,4.956421762559242
2023-01-07-09-09-00-139.0,4.873847634947369
2023-01-07-11-31-49-99.0,5.269836512844036
2023-01-07-13-10-25-139.0,5.188424379699248
2023-01-07-13-10-45-116.0,6.413847996039604
2023-01-07-13-44-27-131.0,7.093262315231788
2023-01-07-14-31-31-139.0,5.905859329011628
2023-01-07-16-15-50-161.0,5.343027207389163
2023-01-07-20-00-47-161.0,5.411221126415094
2023-01-07-20-00-57-151.0,4.7348729649456525
2023-01-07-20-13-19-136.0,5.148941031234257
2023-01-07-20-36-02-104.0,4.939247175000001
2023-01-07-21-09-36-122.0,6.17858725909091
2023-01-07-21-22-07-100.0,5.669379365753424
2023-01-07-22-06-34-80.0,5.440410437181208
2023-01-07-22-53-42-139.0,4.553609565550239
2023-01-08-00-13-20-144.0,4.47158684491018
2023-01-08-01-32-05-164.0,6.313620467948719
2023-01-08-01-55-25-140.0,5.002937166492146
2023-01-08-02-18-33-70.0,4.649203605915493
2023-01-08-03-03-01-74.0,4.625368223452381
2023-01-08-03-03-08-70.0,4.713227071710526
2023-01-08-03-58-05-156.0,5.216466058333333
2023-01-08-03-58-15-148.0,4.311582855172414
2023-01-08-08-07-32-138.0,5.334960316216216
2023-01-08-09-26-39-135.0,5.946446304150943
2023-01-08-23-25-17-71.0,4.883622026696832
2023-01-08-23-25-30-136.0,6.069845243781095
2023-01-09-02-14-44-130.0,5.672801659520548
2023-01-09-03-32-42-72.0,3.792998574818653
2023-01-09-04-59-56-118.0,5.547652539041096
2023-01-09-06-05-55-129.0,5.634139632251309
2023-01-09-07-02-58-139.0,4.261781330808081
2023-01-09-07-25-41-105.0,5.121539073405995
2023-01-09-09-49-40-140.0,5.47672357082019
2023-01-09-10-22-13-150.0,6.437720970689655
2023-01-09-11-06-16-161.0,4.343864330379747
2023-01-09-11-29-16-118.0,5.021165687131783
2023-01-09-11-29-29-93.0,5.402990593032787
2023-01-09-15-08-50-162.0,6.454771112834225
2023-01-09-18-23-32-70.0,6.045248194881889
2023-01-09-18-34-59-71.0,5.750485085245901
2023-01-09-19-22-01-112.0,4.640337630860534
2023-01-09-20-18-16-129.0,5.204740546666667
2023-01-09-21-04-21-91.0,5.204248425465838
2023-01-09-22-26-34-71.0,6.655510413749999
2023-01-09-23-22-17-129.0,7.1329873367713
2023-01-10-00-18-35-114.0,5.018004015151515
2023-01-10-00-53-10-148.0,6.980242586013986
2023-01-10-02-08-31-96.0,4.46897188125
2023-01-10-04-03-55-84.0,5.559448465482234
2023-01-10-08-07-58-82.0,5.6127532888888885
2023-01-10-09-17-30-131.0,5.077577791708185
2023-01-10-15-16-28-103.0,6.775240604026847
2023-01-10-15-17-02-72.0,6.952114726907631
2023-01-10-16-04-03-140.0,6.0826126645161285
2023-01-10-16-50-47-99.0,5.856474367420815
2023-01-10-19-06-37-155.0,4.348218079545454
2023-01-10-19-18-58-154.0,4.619176691052632
2023-01-10-19-29-46-109.0,5.533617993464053
2023-01-10-19-40-54-73.0,4.972649597313433
2023-01-10-19-52-05-73.0,4.424479779047619
2023-01-10-21-24-12-129.0,5.43751854737705
2023-01-10-22-44-51-150.0,6.210796636363636
2023-01-11-00-02-17-125.0,5.505033529022081
2023-01-11-03-32-59-89.0,6.3168954957446815
2023-01-11-03-33-03-140.0,5.095610608571429
2023-01-11-03-33-16-139.0,6.065199101162792
2023-01-11-03-56-45-144.0,5.526562989150943
2023-01-11-05-14-24-88.0,6.82681521594203
2023-01-11-07-39-43-146.0,5.199024787118645
2023-01-11-10-03-45-150.0,5.982266468711656
2023-01-11-10-38-19-70.0,6.825163466829268
2023-01-11-12-51-28-128.0,4.932156226993865
2023-01-11-16-51-47-139.0,5.789416639163179
2023-01-11-17-16-28-67.0,6.4757725975568174
2023-01-11-18-02-32-147.0,6.076288801949154
2023-01-11-21-02-21-97.0,6.38204106125
2023-01-11-21-02-37-98.0,4.66689021741573
2023-01-12-00-47-39-70.0,4.80453105
2023-01-12-01-09-47-108.0,4.032991821582733
2023-01-12-02-49-35-150.0,5.654422792553191
2023-01-12-03-01-42-123.0,6.416882156190476
2023-01-12-03-24-58-92.0,6.705452262804878
2023-01-12-03-47-27-91.0,6.307959722981366
2023-01-12-08-10-24-71.0,6.676720750000001
2023-01-12-08-10-33-95.0,4.298348904181184
2023-01-12-09-51-58-142.0,5.415706140350877
2023-01-12-11-42-40-129.0,6.661539742753623
2023-01-12-16-05-00-72.0,5.768194032870371
2023-01-12-18-10-17-111.0,5.989685463719512
2023-01-12-19-06-04-87.0,5.846518035960592
2023-01-12-19-39-58-89.0,6.290569587730063
2023-01-12-22-06-12-79.0,5.582488835632184
2023-01-12-23-49-11-155.0,5.988860841630901
2023-01-13-00-21-57-140.0,5.870238889534884
2023-01-13-00-44-59-85.0,4.741616304015747
2023-01-13-02-03-55-125.0,6.242144486631016
2023-01-13-02-15-25-164.0,5.223348984615385
2023-01-13-06-31-52-85.0,5.788098008516483
2023-01-13-06-42-36-133.0,5.79939152164179
2023-01-13-08-18-33-80.0,5.014193840167224
2023-01-13-09-15-13-140.0,4.992858863358779
2023-01-13-12-01-08-114.0,5.55712168304348
2023-01-13-12-25-51-80.0,4.162413352533784
2023-01-13-12-49-20-90.0,5.506159984146342
2023-01-13-20-34-27-74.0,3.818106221348837
2023-01-14-01-40-33-139.0,5.7231083466474
2023-01-14-05-03-09-139.0,7.507590646913581
2023-01-14-05-15-18-84.0,4.82658874554217
2023-01-14-06-54-31-156.0,5.178697873557692
2023-01-14-08-00-59-139.0,4.428092932331288
2023-01-14-08-23-14-109.0,5.835943086451612
2023-01-14-08-34-39-150.0,4.770793204724771
2023-01-14-08-57-06-80.0,4.626106544444445
2023-01-14-10-15-28-129.0,4.624145641988636
2023-01-14-13-35-54-79.0,4.9964681870949725
2023-01-14-15-07-59-74.0,6.591406571
2023-01-14-15-08-01-139.0,5.675187240846561
2023-01-14-17-11-04-109.0,5.887398033980581
2023-01-14-20-14-39-122.0,5.547842433090908
2023-01-14-21-00-36-95.0,6.608256907333334
2023-01-14-21-59-09-125.0,4.634570527199999
2023-01-14-23-16-58-122.0,5.638974542435424
2023-01-14-23-29-05-119.0,4.628353256511057
2023-01-14-23-40-40-84.0,4.920903327407407
2023-01-15-00-03-32-80.0,5.706822424025974
2023-01-15-01-00-15-139.0,4.513241101242236
2023-01-15-01-32-47-148.0,4.3138799962735845
2023-01-15-08-28-35-151.0,5.1465628936
2023-01-15-09-46-29-74.0,5.290209375280899
2023-01-15-10-09-42-75.0,5.821239355893536
2023-01-15-10-20-54-71.0,5.182204248812261
2023-01-15-13-41-04-161.0,5.694584816587677
2023-01-15-14-26-08-125.0,6.36887685
2023-01-15-15-35-14-69.0,6.146376668539326
2023-01-15-15-35-21-90.0,6.569512163350785
2023-01-15-15-58-48-117.0,5.138929795154184
2023-01-15-17-19-27-70.0,6.528505822368421
2023-01-15-17-30-32-106.0,5.668205142934783
2023-01-15-18-17-18-89.0,6.874956980519481
2023-01-15-18-38-48-69.0,5.789745313043478
2023-01-15-19-02-47-72.0,6.287936798437499
2023-01-15-19-58-07-144.0,4.609689280983607
2023-01-15-20-09-41-150.0,5.089816198139534
2023-01-15-22-37-38-137.0,5.315813966666667
2023-01-15-22-48-30-103.0,5.870916465400844
2023-01-15-23-10-30-152.0,5.775813288829788
2023-01-16-08-19-31-92.0,8.01430146374502
2023-01-16-08-41-51-150.0,4.72252595620155
2023-01-16-10-31-21-112.0,4.635201853367875
2023-01-16-12-11-31-172.0,4.382843737663044
2023-01-16-12-46-09-89.0,4.669485044660194
2023-01-16-14-15-07-85.0,5.305950395111111
2023-01-16-15-10-19-140.0,4.572295394285714
2023-01-16-15-56-00-166.0,6.013241678378378
2023-01-16-17-02-59-87.0,6.944341053211008
2023-01-16-18-56-34-70.0,5.419762685497836
2023-01-16-19-32-12-70.0,6.518155929166666
2023-01-16-21-38-44-106.0,5.984176745562131
2023-01-16-22-01-52-71.0,7.418292175155279
2023-01-16-22-14-48-106.0,6.580682604471545
2023-01-16-22-36-29-99.0,5.0762580419525065
2023-01-16-22-47-23-88.0,6.763476068907564
2023-01-16-22-57-58-136.0,5.992417680194805
2023-01-17-01-57-24-117.0,6.522421981764706
2023-01-17-08-30-18-77.0,5.111580962500001
2023-01-17-10-11-48-144.0,6.084426646103896
2023-01-17-12-48-28-72.0,6.06530593507109
2023-01-17-14-32-54-137.0,5.205839656546392
2023-01-17-16-02-01-73.0,5.940857735177866
2023-01-17-17-01-58-139.0,6.027242310747663
2023-01-17-18-08-57-71.0,6.266507363231198
2023-01-17-18-09-02-71.0,5.812182708900523
2023-01-17-18-21-56-164.0,6.810160449339207
2023-01-17-19-06-19-103.0,6.054456231541218
2023-01-17-20-19-34-101.0,4.466217367555556
2023-01-17-20-19-41-67.0,4.5377065492
2023-01-17-22-35-46-87.0,5.284936767980295
2023-01-17-23-54-54-85.0,6.913606944171779
2023-01-18-00-06-04-73.0,5.766010495483871
2023-01-18-00-50-16-103.0,4.86882795505618
2023-01-18-01-01-09-120.0,6.134086268589742
2023-01-18-01-12-31-95.0,7.173888131753554
2023-01-18-08-41-27-79.0,5.622877605202311
2023-01-18-09-48-44-120.0,5.105759749096387
2023-01-18-10-00-08-94.0,4.465063116630435
2023-01-18-11-16-48-89.0,6.498316580104712
2023-01-18-12-14-21-122.0,5.607172759541985
2023-01-18-13-33-57-140.0,5.687766998536585
2023-01-18-14-39-21-70.0,6.299117576170214
2023-01-18-14-50-41-88.0,6.733539317938931
2023-01-18-15-36-42-89.0,4.99378900527559
2023-01-18-16-33-57-71.0,4.832991372941176
2023-01-18-18-17-27-97.0,6.677213355462185
2023-01-18-20-55-20-138.0,5.392150183050847
2023-01-18-21-19-55-128.0,5.2515741107142855
2023-01-18-22-15-08-72.0,5.840147949407114
2023-01-18-23-11-50-163.0,5.47659952752809
2023-01-18-23-36-43-139.0,6.001026186206896
2023-01-19-00-56-10-78.0,5.688769814058356
2023-01-19-02-02-26-99.0,4.24398376425532
2023-01-19-08-09-57-161.0,5.3438835335365855
2023-01-19-11-10-18-77.0,7.176412881355933
2023-01-19-11-54-24-87.0,6.09192969590164
2023-01-19-13-34-47-149.0,4.993588325174826
2023-01-19-16-00-30-142.0,5.341911855
2023-01-19-18-04-11-135.0,5.152659324738676
2023-01-19-18-50-40-93.0,6.876525616965812
2023-01-19-19-13-53-94.0,6.111137351612903
2023-01-19-19-35-57-163.0,5.652849226341464
2023-01-19-21-05-57-116.0,6.063890774253731
2023-01-19-21-50-50-99.0,6.942251712
2023-01-19-22-03-09-139.0,5.798194262812501
2023-01-19-22-38-43-73.0,5.9901821022346375
